7,10.286,16.245,1.8087,1.1634,9.7206,6.3008,487.47,51.962,4917.2,7574.8,1074,16.989,132.78,1.692,2.1078,12.308,43.616,531.55,143.67,8529.9,74304,522.34
10,7.1,4.557,2.0196,1.2123,10.108,2.7745,586.25,56.094,4091.9,2517.9,23,12.304,21.62,1.4908,2.118,11.411,13.312,566.68,97.314,7073.1,12760,554.21
1,8,0,0.67015,0,5.3612,0,455.87,0,3647,0,1026,31.171,174.34,1.8244,2.1609,17.341,51.185,527.82,114.53,16387,93975,550.51
52,10.404,13.181,1.7455,1.2589,9.7739,5.1241,512.79,117.38,5282.3,7336.8,1064,31.153,160.19,1.7205,2.1324,15.902,42.777,529.4,110.06,16468,87555,495.11
1,3,0,2.4533,0,7.36,0,597.47,0,1792.4,0,0,0,0,0,0,0,0,0,0,0,0,556.03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.79
4,6.75,3.0957,2.0075,0.58239,12.511,3.4169,494.89,155.6,3223.7,1284.8,10,6,9.3927,2.407,2.9527,9.3405,9.5187,481.7,202.24,2289.1,3128.8,521.7
6,7.1667,3.6009,1.877,1.1795,10.515,3.2343,605.61,63.194,4262.5,2070.5,15,3.2,3.0752,2.2247,2.6147,6.9104,6.2139,518.44,159.7,1388.9,958.22,534.44
0,0,0,0,0,0,0,0,0,0,0,11,6.0909,6.4413,1.0449,1.2469,8.8182,9.3583,626.46,7.3551,3813.9,4050.5,592.52
10,11.1,10.181,1.2081,0.72927,9.0423,3.5058,386.71,94.262,4706.5,5273.9,0,0,0,0,0,0,0,0,0,0,0,458.45
3,6.3333,4.0415,2.0496,0.76325,10.942,1.7723,562.94,12.469,3553.6,2238,980,29.868,194.21,1.6785,2.1131,14.695,45.61,534.55,112.74,15810,1.0826e+05,533.55
2,6.5,0.70711,1.5417,0.41598,10.168,3.7941,522.56,17.086,3390.6,258.45,914,34.613,217.22,1.5381,2.0087,16.584,57.236,531.11,111.1,18037,1.0775e+05,503.68
0,0,0,0,0,0,0,0,0,0,0,182,25.418,93.864,1.4746,2.1044,18.839,54.155,511.69,155.13,11257,37835,511.82
0,0,0,0,0,0,0,0,0,0,0,159,11.472,28.053,1.6793,2.25,10.643,15.592,524.49,141.3,6118.2,15680,545.88
1,11,0,0.92145,0,10.136,0,535.7,0,5892.7,0,0,0,0,0,0,0,0,0,0,0,0,542.16
1,13,0,0.74541,0,9.6903,0,507.98,0,6603.7,0,0,0,0,0,0,0,0,0,0,0,0,535.95
0,0,0,0,0,0,0,0,0,0,0,1,44,0,1.0498,0,46.19,0,386.16,0,16991,0,537.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.5
33,11.727,14.485,1.7276,1.2781,9.6566,4.1268,553.43,154.34,6917.2,9472.9,1,9,0,1.6307,0,14.676,0,621.87,0,5596.9,0,587.31
4,7.75,3.594,1.0812,0.96182,5.8415,1.7414,388.45,67.848,2893.2,1120.8,4,8.75,10.372,1.2406,1.1233,8.9786,6.3258,438.29,43.25,3715.8,4119.8,473.82
0,0,0,0,0,0,0,0,0,0,0,1104,49.69,471.07,1.8553,2.1899,16.235,67.382,517.89,111.9,25909,2.4209e+05,600.91
5,29.2,42.246,1.0632,0.89665,13.909,9.9876,427.61,104.67,15015,23863,1192,30.974,286.71,1.7692,2.191,13.531,47.316,524.71,110.54,16207,1.5972e+05,516.64
0,0,0,0,0,0,0,0,0,0,0,1,3,0,3.9407,0,11.822,0,597.14,0,1791.4,0,566.74
5,7.6,7.5697,1.1338,0.54819,5.8545,1.4945,617.35,96.938,4853.3,5019.6,5,13.6,9.8133,1.3358,0.90559,19.577,12.268,500.51,10.2,6803.8,4889.2,495.2
13,12.462,6.8631,1.0773,0.63929,11.553,7.6701,612.05,132.64,7768.6,4489.4,142,22.824,68.479,1.6317,2.0121,17.712,27.481,535.66,130.88,11046,25871,614.44
8,5.25,3.8822,3.092,1.2368,12.489,2.8144,582.51,61.277,2973.4,2054.4,7,14.571,16.92,2.538,2.8,15.737,9.1838,649.12,77.766,9052,10529,502.28
2,11.5,12.021,2.2754,2.355,12.013,0.26988,611.92,31.056,6850.4,6998.6,0,0,0,0,0,0,0,0,0,0,0,374.25
2,4.5,0.70711,1.7581,1.1226,8.3083,6.295,537.74,46.261,2403.5,172.07,2,11,14.142,0.51362,0.72637,10.786,15.254,505.27,2.0274,5572.3,7167.9,484.36
1,5,0,1.0222,0,5.1111,0,569.15,0,2845.8,0,1092,27.996,173.34,1.8745,2.1008,15.055,33.202,528.61,109.19,13813,72344,545.13
2,11,4.2426,0.708,0.23124,8.2785,5.5474,507.79,16.264,5620.2,2333.3,1221,30.969,169.84,1.7896,2.1236,15.858,60.134,540.1,105.42,17335,98808,511.09
2,35,33.941,0.79765,0.008829,28.068,27.382,432.41,98.584,16807,18127,19,10.632,17.379,1.3547,1.82,11.169,14.437,631.14,31.88,6613.9,10786,495.44
0,0,0,0,0,0,0,0,0,0,0,6,9.8333,17.747,3.1869,2.4185,14.311,10.766,647.6,27.396,6552.7,11968,532.58
0,0,0,0,0,0,0,0,0,0,0,20,9.05,13.945,2.0848,2.0361,13.436,14.789,565.29,81.448,5417.7,9393.5,559.81
0,0,0,0,0,0,0,0,0,0,0,15,18.467,19.353,1.1179,1.1121,18.156,15.084,488.71,75.773,9331,10194,499.4
0,0,0,0,0,0,0,0,0,0,0,942,15.592,84.622,1.7157,2.1481,11.256,32.105,558.62,107.27,8819.7,48340,547.54
2,12.5,12.021,1.6946,0.97761,15.306,8.1501,521.21,28.76,6342.3,5905.9,1280,18.26,122.95,1.822,2.2689,11.192,28.976,529.81,110.98,8939.1,58519,512.78
1,3,0,2.4533,0,7.36,0,569,0,1707,0,62,5.6452,8.1263,1.7455,2.1093,8.8946,9.1686,535.51,85.756,3067,4487.2,550.11
0,0,0,0,0,0,0,0,0,0,0,48,11.979,22.21,1.3384,1.8271,11.023,13.404,430.06,122.83,5514.2,11319,483.25
6,33.833,57.846,0.89534,0.37979,20.186,29.881,626.48,24.198,20822,35197,0,0,0,0,0,0,0,0,0,0,0,604.47
0,0,0,0,0,0,0,0,0,0,0,6,12.833,13.906,1.6006,2.4823,14.392,13.48,541.73,10.446,6909,7547.7,469.27
2,4.5,2.1213,1.8799,0.12795,8.5951,4.5636,547,39.532,2503.4,1338.3,742,16.586,70.511,1.6923,2.057,13.056,21.773,511.56,136.18,8587.1,37966,433.35
6,3.8333,1.6021,2.8699,1.2265,9.8455,2.6261,485.34,76.027,1837.3,710.08,289,9.6367,16.342,1.7206,2.1491,10.597,10.328,531.86,152.53,4942.1,9095.4,596.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.19
0,0,0,0,0,0,0,0,0,0,0,4,3.25,1.7078,0.95452,0.73491,3.6368,2.5241,265.58,3.13,866.67,459.59,227.84
0,0,0,0,0,0,0,0,0,0,0,140,17.4,49.754,1.6412,2.0199,12.671,20.19,566.82,142.43,9307.9,27342,524.36
1,22,0,0.52152,0,11.473,0,576.52,0,12683,0,77,19.013,59.971,1.4009,1.5821,12.436,12.752,604.39,124.03,11092,33045,402.59
0,0,0,0,0,0,0,0,0,0,0,767,24.42,142.36,1.8358,2.1882,14.694,48.412,515.79,107.77,12000,61936,541.62
0,0,0,0,0,0,0,0,0,0,0,728,24.622,144.98,1.8268,2.2659,14.586,48.699,524.73,110.09,12421,72341,534.3
3,13.667,15.044,1.5324,0.29552,18.927,18.281,552.41,150.83,9062.4,11660,63,30.063,65.621,1.2287,1.5518,17.661,22.69,495.84,150.09,15647,37235,470
10,15,19.777,1.9267,1.4708,12.863,7.1155,536.32,55.44,8527.3,11859,1435,22.728,121.03,1.7307,2.0723,13.904,36.592,570.39,126.11,12583,65654,549.6
2,5.5,0.70711,0.97674,0.064327,5.3493,0.33686,519.14,123.56,2811.6,312.5,1,2,0,6.5423,0,13.085,0,538.59,0,1077.2,0,466.02
2,7,4.2426,0.85946,0.21658,6.4756,5.1624,530.02,24.198,3761.4,2418.1,14,7.6429,7.3339,2.1982,2.0825,10.17,4.1875,373.17,52.424,2776.4,2633.4,564.6
0,0,0,0,0,0,0,0,0,0,0,151,57.715,234.05,1.5757,2.0759,34.866,116.47,540.93,118.7,36146,1.5749e+05,434
0,0,0,0,0,0,0,0,0,0,0,33,33.97,95.445,1.3388,2.1219,30.896,79.538,490.79,113.34,16599,46721,704.68
1,5,0,1.2053,0,6.0266,0,543.38,0,2716.9,0,0,0,0,0,0,0,0,0,0,0,0,552.86
1,11,0,1.2107,0,13.318,0,426.82,0,4695.1,0,0,0,0,0,0,0,0,0,0,0,0,454.94
1,3,0,2.4533,0,7.36,0,259.28,0,777.84,0,23,17.391,20.438,1.3961,1.5528,17.036,15.331,504.09,99.309,9221.6,12872,516.86
9,9.3333,5.7663,1.8895,0.90241,14.324,6.0949,399.62,71.493,3652.7,2318.9,19,8.6316,9.8105,1.5554,1.5082,12.366,10.548,559.89,87.001,4732.2,5276.1,605.19
